rubriek,htr_notaris,inventarisnummer,serienummer,htr_titel,htr_aantal_scans,htr_status
95,ADRIAEN LOCK,2246,NOTC00095,2246_NOTC00095,886,HTR
95,ADRIAEN LOCK,2247,NOTC00096,2247_NOTC00096,1063,HTR
95,ADRIAEN LOCK,2248,KLAB08833,2248_KLAB08833,931,HTR
95,ADRIAEN LOCK,2249A,NOTC01135,2249A_NOTC01135,710,HTR
95,ADRIAEN LOCK,2249B,KLAB00199,2249B_KLAB00199,722,HTR
95,ADRIAEN LOCK,2250A,NOTC01136,2250A_NOTC01136,593,HTR
95,ADRIAEN LOCK,2250B,NOTC01137,2250B_NOTC01137,576,HTR
95,ADRIAEN LOCK,2251,NOTC00097,2251_NOTC00097,763,HTR
95,ADRIAEN LOCK,2252,KLAB04605,2252_KLAB04605,958,HTR
95,ADRIAEN LOCK,2253,NOTC00098,2253_NOTC00098,519,HTR
95,ADRIAEN LOCK,2254,KLAB08930,2254_KLAB08930,592,HTR
95,ADRIAEN LOCK,2255A,KLAB09613,2255A_KLAB09613,332,HTR
95,ADRIAEN LOCK,2255B,NOTC01138,2255B_NOTC01138,348,HTR
95,ADRIAEN LOCK,2256,NOTC00099,2256_NOTC00099,598,HTR
95,ADRIAEN LOCK,2257,KLAB08759,2257_KLAB08759,505,HTR
95,ADRIAEN LOCK,2258,NOTC00100,2258_NOTC00100,499,HTR
95,ADRIAEN LOCK,2259,KLAB03368,2259_KLAB03368,500,HTR
95,ADRIAEN LOCK,2263,NOTD00180,2263_NOTD00180,705,HTR
95,ADRIAEN LOCK,2264,NOTD00181,2264_NOTD00181,588,HTR
95,ADRIAEN LOCK,2265,KLAG00617,2265_KLAG00617,640,HTR
95,ADRIAEN LOCK,2266,KLAG00618,2266_KLAG00618,776,HTR
95,ADRIAEN LOCK,2267,NOTD00182,2267_NOTD00182,761,HTR
95,ADRIAEN LOCK,2268,KLAB07514,2268_KLAB07514,752,HTR
95,ADRIAEN LOCK,2269,A31785,2269_A31785,836,HTR
95,ADRIAEN LOCK,2270,NOTD00183,2270_NOTD00183,776,HTR
95,ADRIAEN LOCK,2271,KLAB00086,2271_KLAB00086,980,HTR
95,ADRIAEN LOCK,2272,NOTD00184,2272_NOTD00184,884,HTR
98,JACOB DE WINTER,2278,A16097,2278_A16097,229,HTR
98,JACOB DE WINTER,2279,A20009,2279_A20009,244,HTR
98,JACOB DE WINTER,2280,A16099,2280_A16099,286,HTR
98,JACOB DE WINTER,2281,NOTD00185,2281_NOTD00185,262,HTR
98,JACOB DE WINTER,2282,A20713,2282_A20713,242,HTR
98,JACOB DE WINTER,2283,KLAD01654,2283_KLAD01654,262,HTR
98,JACOB DE WINTER,2284,NOTC00101,2284_NOTC00101,281,HTR
98,JACOB DE WINTER,2285,NOTD00186,2285_NOTD00186,252,HTR
98,JACOB DE WINTER,2286,NOTD00187,2286_NOTD00187,262,HTR
98,JACOB DE WINTER,2287,NOTD00188,2287_NOTD00188,259,HTR
98,JACOB DE WINTER,2288,NOTD00189,2288_NOTD00189,258,HTR
98,JACOB DE WINTER,2289,KLAB02710,2289_KLAB02710,202,HTR
98,JACOB DE WINTER,2290,A24452,2290_A24452,200,HTR
98,JACOB DE WINTER,2291,NOTD00190,2291_NOTD00190,210,HTR
98,JACOB DE WINTER,2292,KLAD02772,2292_KLAD02772,216,HTR
98,JACOB DE WINTER,2293,NOTD00191,2293_NOTD00191,203,HTR
98,JACOB DE WINTER,2294,NOTD00192,2294_NOTD00192,230,HTR
98,JACOB DE WINTER,2295,NOTD00193,2295_NOTD00193,224,HTR
98,JACOB DE WINTER,2296,A29075,2296_A29075,209,HTR
98,JACOB DE WINTER,2297,NOTD00194,2297_NOTD00194,217,HTR
98,JACOB DE WINTER,2298,NOTD00195,2298_NOTD00195,235,HTR
98,JACOB DE WINTER,2299,NOTD00196,2299_NOTD00196,269,HTR
98,JACOB DE WINTER,2300,A31799,2300_A31799,231,HTR
98,JACOB DE WINTER,2301,KLAC03415,2301_KLAC03415,254,HTR
98,JACOB DE WINTER,2302,NOTD00197,2302_NOTD00197,285,HTR
98,JACOB DE WINTER,2303,NOTD00198,2303_NOTD00198,238,HTR
98,JACOB DE WINTER,2304,NOTD00199,2304_NOTD00199,214,HTR
98,JACOB DE WINTER,2305,A34713,2305_A34713,276,HTR
98,JACOB DE WINTER,2306,NOTD00200,2306_NOTD00200,275,HTR
98,JACOB DE WINTER,2307,NOTD00201,2307_NOTD00201,110,HTR
98,JACOB DE WINTER,2308,NOTD00202,2308_NOTD00202,259,HTR
98,JACOB DE WINTER,2309,NOTD00203,2309_NOTD00203,283,HTR
98,JACOB DE WINTER,2310,NOTD00204,2310_NOTD00204,350,HTR
98,JACOB DE WINTER,2311,NOTD00205,2311_NOTD00205,277,HTR
98,JACOB DE WINTER,2312,NOTD00206,2312_NOTD00206,183,HTR
98,JACOB DE WINTER,2313,NOTD00207,2313_NOTD00207,232,HTR
98,JACOB DE WINTER,2314,NOTD00208,2314_NOTD00208,237,HTR
98,JACOB DE WINTER,2315,NOTD00209,2315_NOTD00209,311,HTR
98,JACOB DE WINTER,2316,A29605,2316_A29605,225,HTR
98,JACOB DE WINTER,2317,A29656,2317_A29656,314,HTR
98,JACOB DE WINTER,2318,A29123,2318_A29123,284,HTR
98,JACOB DE WINTER,2319,A34697,2319_A34697,242,HTR
98,JACOB DE WINTER,2320,A34715,2320_A34715,278,HTR
98,JACOB DE WINTER,2321,A35194,2321_A35194,245,HTR
98,JACOB DE WINTER,2322,A29087,2322_A29087,214,HTR
98,JACOB DE WINTER,2323,A28593,2323_A28593,339,HTR
98,JACOB DE WINTER,2324,KLAB08709,2324_KLAB08709,292,HTR
98,JACOB DE WINTER,2325,KLAB03356,2325_KLAB03356,283,HTR
98,JACOB DE WINTER,2326,KLAB03742,2326_KLAB03742,238,HTR
98,JACOB DE WINTER,2327,NOTD00210,2327_NOTD00210,255,HTR
98,JACOB DE WINTER,2328,NOTD00211,2328_NOTD00211,248,HTR
98,JACOB DE WINTER,2329,A34707,2329_A34707,176,HTR
98,JACOB DE WINTER,2330,NOTD00212,2330_NOTD00212,284,HTR
98,JACOB DE WINTER,2331,NOTD00213,2331_NOTD00213,241,HTR
98,JACOB DE WINTER,2332,NOTD00214,2332_NOTD00214,293,HTR
98,JACOB DE WINTER,2333,NOTD00215,2333_NOTD00215,246,HTR
98,JACOB DE WINTER,2334,NOTD00216,2334_NOTD00216,159,HTR
98,JACOB DE WINTER,2335,NOTD00217,2335_NOTD00217,209,HTR
98,JACOB DE WINTER,2336,NOTD00218,2336_NOTD00218,182,HTR
98,JACOB DE WINTER,2337,NOTD00219,2337_NOTD00219,140,HTR
98,JACOB DE WINTER,2338,NOTD00220,2338_NOTD00220,204,HTR
98,JACOB DE WINTER,2339,NOTD00221,2339_NOTD00221,180,HTR
98,JACOB DE WINTER,2340,NOTD00222,2340_NOTD00222,159,HTR
98,JACOB DE WINTER,2341,NOTD00223,2341_NOTD00223,213,HTR
98,JACOB DE WINTER,2342,NOTD00224,2342_NOTD00224,211,HTR
98,JACOB DE WINTER,2343,NOTD00225,2343_NOTD00225,250,HTR
98,JACOB DE WINTER,2344,NOTD00226,2344_NOTD00226,246,HTR
98,JACOB DE WINTER,2345,NOTD00227,2345_NOTD00227,347,HTR
98,JACOB DE WINTER,2346,NOTD00228,2346_NOTD00228,356,HTR
98,JACOB DE WINTER,2347,A33516,2347_A33516,326,HTR
98,JACOB DE WINTER,2348,NOTD00229,2348_NOTD00229,259,HTR
98,JACOB DE WINTER,2349,NOTD00230,2349_NOTD00230,256,HTR
98,JACOB DE WINTER,2350,NOTD00231,2350_NOTD00231,203,HTR
98,JACOB DE WINTER,2351,NOTD00232,2351_NOTD00232,235,HTR
98,JACOB DE WINTER,2352,NOTD00233,2352_NOTD00233,217,HTR
98,JACOB DE WINTER,2353,NOTD00234,2353_NOTD00234,440,HTR
98,JACOB DE WINTER,2354,NOTC00102,2354_NOTC00102,76,HTR
98,JACOB DE WINTER,2355,NOTD00235,2355_NOTD00235,250,HTR
98,JACOB DE WINTER,2356,KLAB07937,2356_KLAB07937,249,HTR
98,JACOB DE WINTER,2357,NOTD00236,2357_NOTD00236,257,HTR
98,JACOB DE WINTER,2358,KLAB08993,2358_KLAB08993,290,HTR
98,JACOB DE WINTER,2359,KLAB02344,2359_KLAB02344,223,HTR
98,JACOB DE WINTER,2360,NOTD00237,2360_NOTD00237,189,HTR
98,JACOB DE WINTER,2361,NOTD00238,2361_NOTD00238,189,HTR
98,JACOB DE WINTER,2362,NOTD00239,2362_NOTD00239,95,HTR
98,JACOB DE WINTER,2363,A32568,2363_A32568,130,HTR
98,JACOB DE WINTER,2364,A31967,2364_A31967,115,HTR
98,JACOB DE WINTER,2365,A29385,2365_A29385,156,HTR
98,JACOB DE WINTER,2366,NOTD00240,2366_NOTD00240,191,HTR
98,JACOB DE WINTER,2367,A31919,2367_A31919,176,HTR
98,JACOB DE WINTER,2368,NOTD00241,2368_NOTD00241,164,HTR
98,JACOB DE WINTER,2369,NOTD00242,2369_NOTD00242,151,HTR
98,JACOB DE WINTER,2370,NOTD00243,2370_NOTD00243,111,HTR
98,JACOB DE WINTER,2371,NOTD00244,2371_NOTD00244,159,HTR
98,JACOB DE WINTER,2372,NOTD00245,2372_NOTD00245,233,HTR
98,JACOB DE WINTER,2373,NOTD00246,2373_NOTD00246,178,HTR
98,JACOB DE WINTER,2374,A23382,2374_A23382,410,HTR
98,JACOB DE WINTER,2375,NOTD00247,2375_NOTD00247,313,HTR
98,JACOB DE WINTER,2376,NOTD00248,2376_NOTD00248,429,HTR
98,JACOB DE WINTER,2377,NOTD00249,2377_NOTD00249,385,HTR
98,JACOB DE WINTER,2378,A32533,2378_A32533,362,HTR
98,JACOB DE WINTER,2379,A29347,2379_A29347,360,HTR
98,JACOB DE WINTER,2380,KLAB06717,2380_KLAB06717,471,HTR
98,JACOB DE WINTER,2381,KLAL07785,2381_KLAL07785,236,HTR
98,JACOB DE WINTER,2382,A34709,2382_A34709,261,HTR
98,JACOB DE WINTER,2383,NOTD00251,2383_NOTD00251,253,HTR
98,JACOB DE WINTER,2384,NOTD00252,2384_NOTD00252,247,HTR
98,JACOB DE WINTER,2385,NOTD00253,2385_NOTD00253,203,HTR
98,JACOB DE WINTER,2386,NOTD00254,2386_NOTD00254,245,HTR
98,JACOB DE WINTER,2387,NOTD00255,2387_NOTD00255,287,HTR
98,JACOB DE WINTER,2388,NOTD00256,2388_NOTD00256,183,HTR
98,JACOB DE WINTER,2389,NOTD00257,2389_NOTD00257,208,HTR
98,JACOB DE WINTER,2390,NOTD00258,2390_NOTD00258,208,HTR
98,JACOB DE WINTER,2391,NOTD00259,2391_NOTD00259,310,HTR
98,JACOB DE WINTER,2392,NOTD00260,2392_NOTD00260,172,HTR
98,JACOB DE WINTER,2393,NOTD00261,2393_NOTD00261,227,HTR
98,JACOB DE WINTER,2394,NOTD00262,2394_NOTD00262,158,HTR
98,JACOB DE WINTER,2395,NOTD00263,2395_NOTD00263,166,HTR
98,JACOB DE WINTER,2396,NOTD00264,2396_NOTD00264,296,HTR
98,JACOB DE WINTER,2397,NOTD00265,2397_NOTD00265,413,HTR
98,JACOB DE WINTER,2398,A29600,2398_A29600,49,HTR
98,JACOB DE WINTER,2399,NOTG00007,2399_NOTG00007,47,HTR
98,JACOB DE WINTER,2400,NOTG00008,2400_NOTG00008,54,HTR
98,JACOB DE WINTER,2401,NOTG00009,2401_NOTG00009,48,HTR
98,JACOB DE WINTER,2402,A16096,2402_A16096,213,HTR
98,JACOB DE WINTER,2403,NOTD00266,2403_NOTD00266,149,HTR
98,JACOB DE WINTER,2404,NOTD00267,2404_NOTD00267,71,HTR
98,JACOB DE WINTER,2405,NOTD00268,2405_NOTD00268,148,HTR
98,JACOB DE WINTER,2406,NOTD00269,2406_NOTD00269,134,HTR
98,JACOB DE WINTER,2407,NOTD00270,2407_NOTD00270,141,HTR
98,JACOB DE WINTER,2408,A16098,2408_A16098,601,GT
98,JACOB DE WINTER,2409,A27338,2409_A27338,473,GT
98,JACOB DE WINTER,2410,A27318,2410_A27318,617,GT
98,JACOB DE WINTER,2413,KLAB06742,2413_KLAB06742,555,GT
98,JACOB DE WINTER,2414,A33443,2414_A33443,381,GT
98,JACOB DE WINTER,2415,NOTD00271,2415_NOTD00271,375,HTR
98,JACOB DE WINTER,2416,NOTD00272,2416_NOTD00272,286,HTR
98,JACOB DE WINTER,2417,NOTD00273,2417_NOTD00273,273,HTR
98,JACOB DE WINTER,2418,NOTD00274,2418_NOTD00274,193,HTR
98,JACOB DE WINTER,2419,NOTD00275,2419_NOTD00275,184,HTR
98,JACOB DE WINTER,2411A,NOTC01139,2411A_NOTC01139,305,GT
98,JACOB DE WINTER,2411B,NOTC01140,2411B_NOTC01140,182,GT
98,JACOB DE WINTER,2412A,A31971,2412A_A31971,264,GT
98,JACOB DE WINTER,2412B,A34977,2412B_A34977,253,GT
131,HENRICK VENKEL,3027,NOTI00199,3027_NOTI00199,101,GT
131,HENRICK VENKEL,3028,NOTI00200,3028_NOTI00200,81,GT
136,JACOB PONDT,3164,A27328,3164_A27328,575,GT
148,GERRIT VAN BREUGEL,3492,KLAD02782,3492_KLAD02782,184,HTR
148,GERRIT VAN BREUGEL,3493A,NOTC01172,3493A_NOTC01172,284,HTR
148,GERRIT VAN BREUGEL,3493B,NOTC01173,3493B_NOTC01173,264,HTR
148,GERRIT VAN BREUGEL,3494A,NOTC01174,3494A_NOTC01174,384,HTR
148,GERRIT VAN BREUGEL,3494B,NOTC01175,3494B_NOTC01175,216,HTR
148,GERRIT VAN BREUGEL,3495,NOTC00127,3495_NOTC00127,534,HTR
148,GERRIT VAN BREUGEL,3496,NOTC00128,3496_NOTC00128,545,HTR
148,GERRIT VAN BREUGEL,3497,NOTC00129,3497_NOTC00129,299,HTR
148,GERRIT VAN BREUGEL,3498,NOTC00130,3498_NOTC00130,369,HTR
148,GERRIT VAN BREUGEL,3499,NOTC00131,3499_NOTC00131,313,HTR
148,GERRIT VAN BREUGEL,3500,NOTC00132,3500_NOTC00132,394,HTR
148,GERRIT VAN BREUGEL,3501,NOTC00133,3501_NOTC00133,490,HTR
148,GERRIT VAN BREUGEL,3502,KLAB06068,3502_KLAB06068,495,HTR
148,GERRIT VAN BREUGEL,3503,NOTC00134,3503_NOTC00134,358,HTR
148,GERRIT VAN BREUGEL,3504,NOTC00135,3504_NOTC00135,373,HTR
148,GERRIT VAN BREUGEL,3506,NOTC00137,3506_NOTC00137,267,HTR
148,GERRIT VAN BREUGEL,3507,NOTG00213,3507_NOTG00213,251,HTR
148,GERRIT VAN BREUGEL,3508,NOTG00214,3508_NOTG00214,141,HTR
148,GERRIT VAN BREUGEL,3509,NOTG00215,3509_NOTG00215,178,HTR
148,GERRIT VAN BREUGEL,3505,NOTC00136,3505_NOTC00136,414,GT
152,ANTHONY VAN DE VEN,3603,KLAB00114,3603_KLAB00114,110,GT
174,DIRK VAN DER GROE,4074,KLAB09735,4074_KLAB09735,471,HTR
174,DIRK VAN DER GROE,4075,NOTA00185,4075_NOTA00185,493,HTR
174,DIRK VAN DER GROE,4076,KLAB08543,4076_KLAB08543,514,HTR
174,DIRK VAN DER GROE,4077,NOTA00186,4077_NOTA00186,549,HTR
174,DIRK VAN DER GROE,4078,NOTA00187,4078_NOTA00187,658,HTR
174,DIRK VAN DER GROE,4079,NOTA00188,4079_NOTA00188,601,HTR
174,DIRK VAN DER GROE,4080,NOTA00189,4080_NOTA00189,663,HTR
174,DIRK VAN DER GROE,4081,NOTA00190,4081_NOTA00190,700,HTR
174,DIRK VAN DER GROE,4082,NOTA00191,4082_NOTA00191,732,HTR
174,DIRK VAN DER GROE,4083,A34485,4083_A34485,632,HTR
174,DIRK VAN DER GROE,4084,NOTA00192,4084_NOTA00192,918,HTR
174,DIRK VAN DER GROE,4085,NOTA00193,4085_NOTA00193,787,HTR
174,DIRK VAN DER GROE,4086,NOTA00194,4086_NOTA00194,642,HTR
174,DIRK VAN DER GROE,4087,NOTA00195,4087_NOTA00195,486,HTR
174,DIRK VAN DER GROE,4088,KLAB09783,4088_KLAB09783,688,HTR
174,DIRK VAN DER GROE,4089,NOTA00196,4089_NOTA00196,413,HTR
174,DIRK VAN DER GROE,4090,NOTA00197,4090_NOTA00197,554,HTR
174,DIRK VAN DER GROE,4092,NOTA00200,4092_NOTA00200,543,HTR
174,DIRK VAN DER GROE,4093,NOTA00201,4093_NOTA00201,578,HTR
174,DIRK VAN DER GROE,4094,NOTA00202,4094_NOTA00202,555,HTR
174,DIRK VAN DER GROE,4095,NOTA00203,4095_NOTA00203,509,HTR
174,DIRK VAN DER GROE,4096,NOTA00204,4096_NOTA00204,640,HTR
174,DIRK VAN DER GROE,4097,NOTA00205,4097_NOTA00205,595,HTR
174,DIRK VAN DER GROE,4098,NOTA00206,4098_NOTA00206,674,HTR
174,DIRK VAN DER GROE,4099,NOTA00207,4099_NOTA00207,516,HTR
174,DIRK VAN DER GROE,4101,A34483,4101_A34483,657,HTR
174,DIRK VAN DER GROE,4102,KLAB08488,4102_KLAB08488,724,HTR
174,DIRK VAN DER GROE,4104,A25517,4104_A25517,648,HTR
174,DIRK VAN DER GROE,4107,NOTA00217,4107_NOTA00217,629,HTR
174,DIRK VAN DER GROE,4108,NOTA00218,4108_NOTA00218,694,HTR
174,DIRK VAN DER GROE,4109,A27081,4109_A27081,540,HTR
174,DIRK VAN DER GROE,4113,NOTA00222,4113_NOTA00222,511,HTR
174,DIRK VAN DER GROE,4114,A25579,4114_A25579,470,HTR
174,DIRK VAN DER GROE,4115,NOTA00223,4115_NOTA00223,387,HTR
174,DIRK VAN DER GROE,4116,A25524,4116_A25524,479,HTR
174,DIRK VAN DER GROE,4117,KLAB01200,4117_KLAB01200,400,HTR
174,DIRK VAN DER GROE,4118,KLAB01196,4118_KLAB01196,497,HTR
174,DIRK VAN DER GROE,4119,NOTA00224,4119_NOTA00224,514,HTR
174,DIRK VAN DER GROE,4120,NOTA00225,4120_NOTA00225,539,HTR
174,DIRK VAN DER GROE,4121,NOTA00226,4121_NOTA00226,532,HTR
174,DIRK VAN DER GROE,4122,KLAB07550,4122_KLAB07550,469,HTR
174,DIRK VAN DER GROE,4123,A25555,4123_A25555,503,HTR
174,DIRK VAN DER GROE,4124,A25559,4124_A25559,477,HTR
174,DIRK VAN DER GROE,4125,NOTA00227,4125_NOTA00227,448,HTR
174,DIRK VAN DER GROE,4126,NOTA00228,4126_NOTA00228,592,HTR
174,DIRK VAN DER GROE,4127,NOTA00229,4127_NOTA00229,460,HTR
174,DIRK VAN DER GROE,4128,NOTA00230,4128_NOTA00230,485,HTR
174,DIRK VAN DER GROE,4129,NOTA00231,4129_NOTA00231,509,HTR
174,DIRK VAN DER GROE,4130,KLAB07553,4130_KLAB07553,456,HTR
174,DIRK VAN DER GROE,4131,A24996,4131_A24996,413,HTR
174,DIRK VAN DER GROE,4132,NOTA00232,4132_NOTA00232,545,HTR
174,DIRK VAN DER GROE,4133,NOTA00233,4133_NOTA00233,490,HTR
174,DIRK VAN DER GROE,4134,KLAB04631,4134_KLAB04631,456,HTR
174,DIRK VAN DER GROE,4135,NOTA00234,4135_NOTA00234,632,HTR
174,DIRK VAN DER GROE,4136,A33519,4136_A33519,506,HTR
174,DIRK VAN DER GROE,4137,NOTA00235,4137_NOTA00235,397,HTR
174,DIRK VAN DER GROE,4138,NOTA00236,4138_NOTA00236,469,HTR
174,DIRK VAN DER GROE,4139,NOTA00237,4139_NOTA00237,487,HTR
174,DIRK VAN DER GROE,4140,NOTA00238,4140_NOTA00238,491,HTR
174,DIRK VAN DER GROE,4141,NOTA00239,4141_NOTA00239,509,HTR
174,DIRK VAN DER GROE,4142,NOTA00240,4142_NOTA00240,566,HTR
174,DIRK VAN DER GROE,4143,NOTA00241,4143_NOTA00241,418,HTR
174,DIRK VAN DER GROE,4145,NOTA00244,4145_NOTA00244,558,HTR
174,DIRK VAN DER GROE,4146,NOTA00245,4146_NOTA00245,437,HTR
174,DIRK VAN DER GROE,4147,NOTA00246,4147_NOTA00246,597,HTR
174,DIRK VAN DER GROE,4148,NOTA00247,4148_NOTA00247,621,HTR
174,DIRK VAN DER GROE,4149,NOTA00248,4149_NOTA00248,586,HTR
174,DIRK VAN DER GROE,4150,NOTA00249,4150_NOTA00249,490,HTR
174,DIRK VAN DER GROE,4151,NOTA00250,4151_NOTA00250,363,HTR
174,DIRK VAN DER GROE,4153,NOTA00253,4153_NOTA00253,492,HTR
174,DIRK VAN DER GROE,4154,NOTA00254,4154_NOTA00254,396,HTR
174,DIRK VAN DER GROE,4155,NOTA00255,4155_NOTA00255,488,HTR
174,DIRK VAN DER GROE,4156,NOTA00256,4156_NOTA00256,527,HTR
174,DIRK VAN DER GROE,4157,NOTA00257,4157_NOTA00257,623,HTR
174,DIRK VAN DER GROE,4158,NOTA00258,4158_NOTA00258,556,HTR
174,DIRK VAN DER GROE,4159,NOTA00259,4159_NOTA00259,670,HTR
174,DIRK VAN DER GROE,4160,NOTA00260,4160_NOTA00260,648,HTR
174,DIRK VAN DER GROE,4161,NOTA00261,4161_NOTA00261,690,HTR
174,DIRK VAN DER GROE,4162,NOTA00262,4162_NOTA00262,546,HTR
174,DIRK VAN DER GROE,4163,NOTA00263,4163_NOTA00263,552,HTR
174,DIRK VAN DER GROE,4164,NOTA00264,4164_NOTA00264,536,HTR
174,DIRK VAN DER GROE,4165,KLAB09785,4165_KLAB09785,637,HTR
174,DIRK VAN DER GROE,4167,A25538,4167_A25538,704,HTR
174,DIRK VAN DER GROE,4168,NOTA00266,4168_NOTA00266,553,HTR
174,DIRK VAN DER GROE,4169,NOTA00267,4169_NOTA00267,625,HTR
174,DIRK VAN DER GROE,4170,NOTA00268,4170_NOTA00268,532,HTR
174,DIRK VAN DER GROE,4173,NOTA00272,4173_NOTA00272,495,HTR
174,DIRK VAN DER GROE,4174,NOTA00273,4174_NOTA00273,637,HTR
174,DIRK VAN DER GROE,4175,KLAB07571,4175_KLAB07571,603,HTR
174,DIRK VAN DER GROE,4176,A25411,4176_A25411,542,HTR
174,DIRK VAN DER GROE,4177,NOTA00274,4177_NOTA00274,357,HTR
174,DIRK VAN DER GROE,4178,KLAB08227,4178_KLAB08227,298,HTR
174,DIRK VAN DER GROE,4179,KLAB08217,4179_KLAB08217,394,HTR
174,DIRK VAN DER GROE,4180,NOTA00275,4180_NOTA00275,588,HTR
174,DIRK VAN DER GROE,4183,A34466,4183_A34466,543,HTR
174,DIRK VAN DER GROE,4184,KLAB04850,4184_KLAB04850,527,HTR
174,DIRK VAN DER GROE,4185,NOTA00279,4185_NOTA00279,608,HTR
174,DIRK VAN DER GROE,4188,KLAB09725,4188_KLAB09725,568,HTR
174,DIRK VAN DER GROE,4189,KLAB07933,4189_KLAB07933,584,HTR
174,DIRK VAN DER GROE,4190,KLAB09132,4190_KLAB09132,356,HTR
174,DIRK VAN DER GROE,4191,KLAB09140,4191_KLAB09140,503,HTR
174,DIRK VAN DER GROE,4192,KLAC00868,4192_KLAC00868,536,HTR
174,DIRK VAN DER GROE,4193,KLAC00921,4193_KLAC00921,616,HTR
174,DIRK VAN DER GROE,4194,A26006,4194_A26006,601,HTR
174,DIRK VAN DER GROE,4196,KLAB09054,4196_KLAB09054,640,HTR
174,DIRK VAN DER GROE,4197,A26068,4197_A26068,668,HTR
174,DIRK VAN DER GROE,4198,KLAB09111,4198_KLAB09111,518,HTR
174,DIRK VAN DER GROE,4199,KLAB09078,4199_KLAB09078,580,HTR
174,DIRK VAN DER GROE,4200,A35438,4200_A35438,559,HTR
174,DIRK VAN DER GROE,4201,KLAB09249,4201_KLAB09249,519,HTR
174,DIRK VAN DER GROE,4202,KLAB09265,4202_KLAB09265,511,HTR
174,DIRK VAN DER GROE,4203,NOTA00285,4203_NOTA00285,534,HTR
174,DIRK VAN DER GROE,4204,NOTA00286,4204_NOTA00286,566,HTR
174,DIRK VAN DER GROE,4205,NOTA00287,4205_NOTA00287,650,HTR
174,DIRK VAN DER GROE,4206,KLAD00283,4206_KLAD00283,572,HTR
174,DIRK VAN DER GROE,4207,NOTA00288,4207_NOTA00288,570,HTR
174,DIRK VAN DER GROE,4208,KLAD00194,4208_KLAD00194,626,HTR
174,DIRK VAN DER GROE,4209,NOTA00289,4209_NOTA00289,455,HTR
174,DIRK VAN DER GROE,4210,NOTA00290,4210_NOTA00290,671,HTR
174,DIRK VAN DER GROE,4211,A26270,4211_A26270,623,HTR
174,DIRK VAN DER GROE,4212,KLAB05848,4212_KLAB05848,620,HTR
174,DIRK VAN DER GROE,4213,KLAB05936,4213_KLAB05936,494,HTR
174,DIRK VAN DER GROE,4214,NOTA00291,4214_NOTA00291,635,HTR
174,DIRK VAN DER GROE,4217,NOTA00296,4217_NOTA00296,492,HTR
174,DIRK VAN DER GROE,4219,NOTA00299,4219_NOTA00299,536,HTR
174,DIRK VAN DER GROE,4220,NOTA00300,4220_NOTA00300,533,HTR
174,DIRK VAN DER GROE,4221,NOTA00301,4221_NOTA00301,560,HTR
174,DIRK VAN DER GROE,4222,NOTA00302,4222_NOTA00302,503,HTR
174,DIRK VAN DER GROE,4225,NOTA00307,4225_NOTA00307,517,HTR
